trade_date,sentiment_bucket,trades,unique_accounts,total_volume_usd,total_pnl,avg_trade_size_usd,long_ratio,short_ratio
2024-03-31,Greed,13,1,39912.96,912.786145,3070.2276923076925,0.7692307692307693,0.23076923076923078
2024-04-01,Greed,77,2,339470.47,2507.963406,4408.7074025974025,0.8961038961038961,0.11688311688311688
2024-04-02,Greed,41,2,239664.50999999998,883.760812,5845.475853658536,0.3902439024390244,0.6097560975609756
2024-04-03,Greed,4,2,16887.57,126.7884,4221.8925,1.0,0.0
2024-04-04,Greed,32,1,95987.73,0.0,2999.6165625,0.0,1.0
2024-04-05,Greed,100,3,503791.8,10706.484306,5037.918,0.93,0.07
2024-04-06,Greed,16,1,68223.67,236.33513399999998,4263.979375,0.25,0.75
2024-04-07,Greed,23,1,49988.14,0.0,2173.397391304348,0.0,1.0
2024-04-08,Greed,30,2,211940.64,1218.4267,7064.688,0.0,1.0
2024-04-09,Greed,3,1,57063.840000000004,0.0,19021.280000000002,0.0,1.0
2024-04-10,Greed,41,1,351735.97,5207.443414,8578.926097560974,0.14634146341463414,0.8536585365853658
2024-04-11,Greed,16,1,76400.96,389.743164,4775.06,1.0,0.0
2024-04-12,Greed,129,3,442088.59,-592.6458390000001,3427.0433333333335,0.8837209302325582,0.11627906976744186
2024-04-13,Greed,89,2,486411.25,6621.451755,5465.294943820225,0.7078651685393258,0.29213483146067415
2024-04-14,Greed,107,2,659162.17,-36104.012520000004,6160.394112149533,0.7476635514018691,0.2523364485981308
2024-04-15,Greed,41,2,291111.19,3774.08872,7100.272926829269,0.6585365853658537,0.34146341463414637
2024-04-16,Greed,47,2,181907.17,2467.702221,3870.3653191489366,0.2978723404255319,0.6595744680851063
2024-04-17,Greed,14,1,97562.99,2441.4683999999997,6968.785000000001,0.0,1.0
2024-04-19,Greed,35,1,337257.92000000004,1946.4454620000001,9635.940571428573,0.9142857142857143,0.08571428571428572
2024-04-20,Greed,22,2,60733.24,0.0,2760.601818181818,0.0,0.09090909090909091
2024-04-22,Greed,9,1,47993.61,0.0,5332.623333333333,0.0,1.0
2024-04-23,Greed,66,2,233054.9,1119.536196,3531.1348484848486,0.5606060606060606,0.45454545454545453
2024-04-24,Greed,20,1,141275.24,279.185907,7063.762,1.0,0.0
2024-04-25,Greed,74,2,120241.01,0.0,1624.8785135135136,0.08108108108108109,0.0
2024-04-26,Greed,3,1,4988.290000000001,0.0,1662.7633333333335,0.0,0.0
2024-04-27,Greed,27,1,154264.47,4281.488139,5713.498888888889,0.7037037037037037,0.2962962962962963
2024-04-28,Greed,58,2,43985.6,0.0,758.3724137931034,0.0,0.13793103448275862
2024-04-29,Greed,45,2,108699.01,526.9338359999999,2415.5335555555553,0.15555555555555556,0.5333333333333333
2024-04-30,Greed,24,1,125018.75,0.0,5209.114583333333,1.0,0.0
2024-05-01,Neutral,14,1,87025.45,0.0,6216.103571428571,1.0,0.0
2024-05-03,Neutral,36,3,282682.64999999997,5306.017045,7852.295833333333,0.5,0.3333333333333333
2024-05-04,Greed,9,2,58998.75,0.0,6555.416666666667,0.0,1.0
2024-05-05,Greed,6,2,24068.350000000002,0.916,4011.391666666667,0.0,1.0
2024-05-06,Greed,9,1,206016.43,968.59038,22890.714444444442,0.4444444444444444,0.5555555555555556
2024-05-07,Greed,18,3,108717.58,883.537693,6039.865555555556,0.2777777777777778,0.4444444444444444
2024-05-08,Greed,13,2,65973.57,1.56576,5074.89,0.9230769230769231,0.07692307692307693
2024-05-09,Greed,28,2,221966.12,1147.595856,7927.361428571428,0.7142857142857143,0.17857142857142858
2024-05-10,Greed,22,1,156882.0,2101.741695,7131.0,0.45454545454545453,0.5454545454545454
2024-05-11,Neutral,9,1,63248.95,251.604742,7027.661111111111,1.0,0.0
2024-05-12,Greed,23,2,55179.56,0.0,2399.111304347826,0.7391304347826086,0.0
2024-05-13,Greed,28,2,193118.9,2136.853859,6897.103571428571,0.5357142857142857,0.35714285714285715
2024-05-14,Greed,23,1,145853.4,1150.5233050000002,6341.452173913043,0.8260869565217391,0.17391304347826086
2024-05-15,Greed,36,1,234922.57,948.970582,6525.626944444444,0.6666666666666666,0.3333333333333333
2024-05-16,Greed,27,2,162620.96,214.5898,6022.998518518518,0.3333333333333333,0.5555555555555556
2024-05-18,Greed,25,1,126303.14,3522.3946610000003,5052.1256,0.36,0.64
2024-05-19,Greed,8,1,29998.09,0.0,3749.76125,1.0,0.0
2024-05-20,Greed,10,2,38124.75,-74.818442,3812.475,1.0,0.0
2024-05-21,Greed,125,2,1100948.59,7289.397571999999,8807.588720000002,0.256,0.744
2024-05-22,Greed,6,1,44995.29,0.0,7499.215,0.0,1.0
2024-05-23,Greed,325,3,401850.6,413.347329,1236.4633846153845,0.27692307692307694,0.7261538461538461
2024-05-24,Greed,2,1,50811.899999999994,821.949278,25405.949999999997,1.0,0.0
2024-05-25,Greed,16,2,29991.129999999997,14.126038999999999,1874.4456249999998,0.125,0.875
2024-05-26,Greed,16,2,53976.67,778.6839,3373.541875,0.125,0.875
2024-05-27,Greed,251,1,151115.72,1129.35587,602.0546613545816,0.0,1.0
2024-05-29,Greed,164,2,84268.76,277.791953,513.8339024390243,0.09146341463414634,0.8780487804878049
2024-05-30,Greed,7,1,2838.09,20.951433,405.4414285714286,0.0,1.0
2024-05-31,Greed,13,1,3636.14,25.35812,279.70307692307694,0.0,1.0
2024-06-01,Greed,25,1,12834.62,91.510419,513.3848,0.0,1.0
2024-06-02,Greed,93,1,29464.51,192.906947,316.822688172043,0.0,1.0
2024-06-03,Greed,70,1,21466.86,562.808208,306.66942857142857,0.0,1.0
2024-06-04,Greed,53,1,24243.41,52.211438,457.42283018867926,0.0,1.0
2024-06-05,Greed,54,1,25350.77,56.055506,469.4587037037037,0.0,1.0
2024-06-06,Greed,234,1,137557.76,274.173187,587.8536752136753,0.008547008547008548,0.9914529914529915
2024-06-07,Greed,440,3,1098588.76,8902.467416,2496.7926363636366,0.27045454545454545,0.6977272727272728
2024-06-08,Greed,29,2,97351.88,129.13883900000002,3356.961379310345,1.0,0.0
2024-06-09,Greed,17,2,22410.22,0.0,1318.2482352941176,0.29411764705882354,0.0
2024-06-10,Greed,53,2,46587.93,31.266804999999998,879.0175471698113,0.07547169811320754,0.9245283018867925
2024-06-11,Greed,123,3,373279.92,4320.631811,3034.7960975609753,0.43902439024390244,0.06504065040650407
2024-06-12,Greed,254,2,193407.96,-21886.531493,761.4486614173228,0.0,0.8543307086614174
2024-06-13,Greed,79,2,132577.22,6632.757115,1678.1926582278481,0.05063291139240506,0.21518987341772153
2024-06-14,Greed,31,2,139868.66,10258.592609,4511.892258064517,0.5161290322580645,0.4838709677419355
2024-06-15,Greed,78,2,718350.25,3369.958346,9209.61858974359,0.6025641025641025,0.3974358974358974
2024-06-16,Greed,11,1,25235.079999999998,0.0,2294.0981818181817,0.0,1.0
2024-06-17,Greed,38,2,368380.12,10599.502375,9694.213684210526,0.3684210526315789,0.631578947368421
2024-06-18,Greed,25,2,263314.79,282.57636,10532.5916,1.0,0.0
2024-06-19,Greed,61,3,417071.12,4887.656944,6837.231475409836,0.5573770491803278,0.06557377049180328
2024-06-20,Greed,39,3,207990.8,57478.456026,5333.097435897435,0.0,0.20512820512820512
2024-06-21,Greed,80,2,176264.49,773.5582039999999,2203.306125,0.2125,0.1875
2024-06-22,Neutral,24,2,169594.27000000002,756.876565,7066.427916666667,0.5,0.0
2024-06-23,Greed,5,1,1792.12,0.0,358.424,0.0,0.0
2024-06-24,Neutral,31,2,403002.8,0.0,13000.090322580645,0.8064516129032258,0.0
2024-06-25,Fear,49,1,103099.08,4869.353105,2104.062857142857,0.0,0.5714285714285714
2024-06-26,Neutral,72,2,365190.66000000003,4197.732182,5072.092500000001,0.2916666666666667,0.1388888888888889
2024-06-27,Fear,30,2,130486.95,0.0,4349.565,0.0,0.6
2024-06-29,Fear,75,2,280095.11,6150.326145,3734.6014666666665,0.06666666666666667,0.30666666666666664
2024-06-30,Neutral,14,2,30520.69,0.0,2180.049285714286,0.21428571428571427,0.0
2024-07-01,Neutral,64,2,362670.14999999997,5065.839308,5666.721093749999,0.34375,0.265625
2024-07-02,Neutral,18,1,33347.47,2421.253116,1852.6372222222224,0.0,0.4444444444444444
2024-07-03,Neutral,18,2,179600.66,1118.387284,9977.814444444444,0.3888888888888889,0.2222222222222222
2024-07-04,Fear,25,2,430568.01,0.0,17222.720400000002,0.88,0.0
2024-07-05,Fear,32,2,272289.89,0.0,8509.0590625,0.625,0.0
2024-07-06,Fear,24,1,2490.17,108.87217799999999,103.75708333333334,0.0,0.0
2024-07-07,Fear,10,1,498.75,61.428942,49.875,0.0,0.0
2024-07-08,Fear,1,1,497.64,0.0,497.64,0.0,0.0
2024-07-09,Fear,15,1,2736.45,648.984412,182.42999999999998,0.0,0.0
2024-07-10,Fear,56,2,687900.21,11977.734907,12283.93232142857,0.7678571428571429,0.14285714285714285
2024-07-11,Fear,19,1,169887.02,1876.812082,8941.422105263156,1.0,0.0
2024-07-12,Fear,19,2,89582.97,1412.314654,4714.893157894737,0.5263157894736842,0.47368421052631576
2024-07-13,Fear,17,2,139189.19,2913.617837,8187.599411764706,0.7647058823529411,0.0
2024-07-14,Fear,7,1,84001.13,0.0,12000.16142857143,0.0,1.0
2024-07-15,Neutral,26,2,198344.85,-1.0,7628.6480769230775,0.0,1.0
2024-07-16,Greed,22,1,144000.57,0.0,6545.480454545454,0.0,1.0
2024-07-17,Greed,351,3,626005.53,1859.269477,1783.4915384615385,0.0,1.0
2024-07-18,Greed,60,2,649704.85,3803.884311,10828.414166666666,0.2,0.8
2024-07-19,Greed,23,2,150269.42,2155.891114,6533.453043478262,0.5652173913043478,0.43478260869565216
2024-07-20,Greed,266,2,244362.21,2299.169566,918.65492481203,0.018796992481203006,0.981203007518797
2024-07-21,Greed,448,2,234307.46,-2960.716887,523.0077232142856,0.006696428571428571,0.9933035714285714
2024-07-22,Greed,154,2,304213.8,1517.119876,1975.4142857142856,0.09090909090909091,0.9155844155844156
2024-07-23,Greed,370,3,358526.54,89890.302206,968.9906486486486,0.6243243243243243,0.37567567567567567
2024-07-24,Greed,90,5,69207.93,625.561479,768.977,0.03333333333333333,0.3
2024-07-25,Greed,78,3,528555.31,916.7382600000001,6776.350128205129,0.8333333333333334,0.1282051282051282
2024-07-26,Greed,152,4,548587.65,2766.513113,3609.1292763157894,0.2565789473684211,0.7302631578947368
2024-07-27,Greed,57,2,905199.75,6400.623656,15880.697368421053,0.8947368421052632,0.08771929824561403
2024-07-28,Greed,16,2,43254.68,587.29903,2703.4175,0.1875,0.8125
2024-07-29,Greed,39,2,327199.14,330.80445399999996,8389.72153846154,0.717948717948718,0.28205128205128205
2024-07-30,Greed,6,1,36006.47,0.0,6001.078333333334,1.0,0.0
2024-07-31,Greed,43,2,84506.54,765.690884,1965.2683720930231,0.06976744186046512,0.9302325581395349
2024-08-01,Neutral,57,4,227774.53,167.080017,3996.044385964912,0.8245614035087719,0.07017543859649122
2024-08-02,Greed,63,3,396320.37,782.3681909999999,6290.799523809524,0.9206349206349206,0.047619047619047616
2024-08-03,Fear,37,5,290532.86,464.1897,7852.239459459459,0.918918918918919,0.02702702702702703
2024-08-04,Fear,127,5,1207744.07,-122672.000883,9509.795826771655,0.8976377952755905,0.0
2024-08-05,Fear,80,4,420495.4,-13013.665169,5256.1925,0.5625,0.0375
2024-08-06,Fear,107,2,61478.38,267.318048,574.5642990654205,0.04672897196261682,0.0
2024-08-07,Fear,33,3,2492.77,188.789255,75.53848484848484,0.0,0.0
2024-08-08,Fear,9,2,16299.35,-40.712216999999995,1811.038888888889,0.2222222222222222,0.0
2024-08-09,Neutral,144,5,503204.86,18082.071276,3494.4781944444444,0.25,0.5625
2024-08-10,Fear,88,2,11339.29,0.0,128.8555681818182,0.0,0.0
2024-08-11,Fear,24,2,44230.21,847.7766200000001,1842.9254166666667,0.16666666666666666,0.16666666666666666
2024-08-12,Fear,48,3,54167.32,858.6705000000001,1128.4858333333334,0.20833333333333334,0.2916666666666667
2024-08-13,Fear,23,3,20797.87,212.08102,904.2552173913043,0.17391304347826086,0.34782608695652173
2024-08-14,Fear,25,3,66710.03,2168.9015130000003,2668.4012,0.36,0.0
2024-08-15,Fear,12,1,1522.3700000000001,0.0,126.86416666666668,0.0,0.0
2024-08-16,Fear,35,2,166382.84,825.230544,4753.795428571429,0.2857142857142857,0.0
2024-08-17,Fear,30,2,30248.96,-288.283113,1008.2986666666667,0.0,0.0
2024-08-18,Fear,15,2,62804.48,307.201888,4186.965333333334,0.8,0.13333333333333333
2024-08-19,Fear,8,1,100315.03,339.69958299999996,12539.37875,1.0,0.0
2024-08-20,Fear,12,2,49914.8,192.602844,4159.566666666667,0.3333333333333333,0.6666666666666666
2024-08-21,Fear,145,2,104990.41,656.200925,724.0717931034483,0.013793103448275862,0.9862068965517241
2024-08-23,Fear,10,1,63509.56,1005.30527,6350.956,0.3,0.7
2024-08-24,Greed,7,2,34999.67,0.0,4999.952857142857,0.0,1.0
2024-08-25,Neutral,17,2,21950.28,0.0,1291.1929411764704,0.0,0.5294117647058824
2024-08-26,Greed,6,2,92611.27,231.236918,15435.211666666668,0.5,0.3333333333333333
2024-08-27,Neutral,50,2,70250.16,0.0,1405.0032,0.14,0.0
2024-08-28,Fear,9,2,71160.06999999999,1333.359645,7906.674444444444,0.7777777777777778,0.2222222222222222
2024-08-29,Fear,1,1,9995.85,0.0,9995.85,0.0,1.0
2024-08-30,Fear,6,4,37233.24,256.464,6205.54,0.5,0.16666666666666666
2024-08-31,Fear,34,3,107507.43000000001,10.882801,3161.983235294118,0.11764705882352941,0.38235294117647056
2024-09-01,Fear,12,1,12359.68,137.433093,1029.9733333333334,0.3333333333333333,0.5833333333333334
2024-09-02,Fear,2,1,30000.42,0.0,15000.21,1.0,0.0
2024-09-04,Fear,34,2,131480.97,1065.785132,3867.0873529411765,0.11764705882352941,0.14705882352941177
2024-09-05,Fear,1,1,0.84,0.0,0.84,0.0,0.0
2024-09-06,Fear,42,2,39047.1,-1104.856765,929.6928571428571,0.09523809523809523,0.0
2024-09-08,Fear,1,1,0.11,0.0,0.11,0.0,0.0
2024-09-09,Fear,2,1,4014.4300000000003,0.0,2007.2150000000001,0.0,0.0
2024-09-10,Fear,3,2,2547.28,-219.729659,849.0933333333334,0.6666666666666666,0.0
2024-09-11,Fear,1,1,0.54,0.0,0.54,0.0,0.0
2024-09-14,Neutral,11,2,1014.8000000000001,0.0,92.25454545454546,0.0,0.0
2024-09-18,Neutral,145,1,13633.5,-878.684794,94.02413793103449,0.0,0.0
2024-09-19,Neutral,19,1,1521.8700000000001,0.0,80.09842105263158,0.0,0.0
2024-09-20,Neutral,16,2,332873.38,9585.03428,20804.58625,0.75,0.25
2024-09-21,Neutral,23,1,165648.12,36165.56933,7202.092173913044,1.0,0.0
2024-09-22,Neutral,3,1,19999.739999999998,0.0,6666.579999999999,1.0,0.0
2024-09-23,Neutral,2,1,40334.29,334.760796,20167.145,1.0,0.0
2024-09-24,Neutral,10,2,7118.63,0.0,711.863,0.0,0.1
2024-09-25,Greed,9,2,52754.130000000005,0.0,5861.570000000001,0.6666666666666666,0.3333333333333333
2024-09-26,Neutral,8,2,113711.93000000001,439.812513,14213.991250000001,0.25,0.75
2024-09-27,Greed,56,2,126097.04,0.0,2251.732857142857,0.0,1.0
2024-09-28,Greed,4,1,29199.21,0.0,7299.8025,0.0,1.0
2024-09-30,Greed,106,2,214669.85,2710.626288,2025.1872641509435,0.04716981132075472,0.9528301886792453
2024-10-01,Neutral,4,1,139954.32,0.0,34988.58,1.0,0.0
2024-10-02,Fear,4,1,99954.34,0.0,24988.585,1.0,0.0
2024-10-03,Fear,9,2,132935.69,100.375782,14770.632222222222,1.0,0.0
2024-10-04,Fear,1,1,0.34,0.0,0.34,0.0,0.0
2024-10-05,Neutral,37,2,605605.74,5767.161892,16367.722702702702,0.8378378378378378,0.13513513513513514
2024-10-06,Neutral,22,1,300130.56,130.487079,13642.298181818182,0.5,0.5
2024-10-07,Neutral,21,1,219984.65,0.0,10475.459523809524,0.0,1.0
2024-10-08,Neutral,36,2,434584.13,5396.546638,12071.781388888889,0.027777777777777776,0.9166666666666666
2024-10-09,Neutral,14,1,220399.93,396.06272,15742.852142857142,1.0,0.0
2024-10-10,Fear,16,1,300024.33999999997,0.0,18751.521249999998,1.0,0.0
2024-10-11,Fear,26,2,488904.19,8885.327477,18804.007307692307,0.6923076923076923,0.2692307692307692
2024-10-12,Neutral,10,1,159713.4,541.55471,15971.34,0.2,0.8
2024-10-13,Neutral,10,1,60002.42,0.0,6000.242,1.0,0.0
2024-10-14,Neutral,5,1,61916.020000000004,1913.61958,12383.204000000002,1.0,0.0
2024-10-15,Greed,7,1,81173.36,1170.2260760000001,11596.194285714286,1.0,0.0
2024-10-16,Greed,11,1,80229.17,219.480876,7293.560909090909,1.0,0.0
2024-10-17,Greed,9,2,140531.75,36.11496,15614.638888888889,1.0,0.0
2024-10-18,Greed,6,1,120331.43000000001,333.219141,20055.238333333335,1.0,0.0
2024-10-19,Greed,4,1,99996.86,0.0,24999.215,1.0,0.0
2024-10-20,Greed,96,2,176447.86000000002,389.155797,1837.9985416666668,0.0625,0.9375
2024-10-21,Greed,173,2,324117.99,2464.915564,1873.5143930635838,0.06358381502890173,0.9364161849710982
2024-10-22,Greed,3,1,60000.36,0.0,20000.12,1.0,0.0
2024-10-23,Greed,18,1,210006.07,-46.489941,11667.003888888888,1.0,0.0
2024-10-25,Greed,30,2,427883.18,13235.862071,14262.772666666666,0.8333333333333334,0.16666666666666666
2024-10-26,Unknown,6,1,88668.86,42471.99413,14778.143333333333,0.0,1.0
2024-10-27,Greed,4,1,90664.41,666.6623079999999,22666.1025,0.75,0.25
2024-10-28,Greed,13,2,121495.25,167.28016200000002,9345.788461538461,0.07692307692307693,0.6923076923076923
2024-10-29,Greed,53,2,613267.8099999999,801.170876,11571.09075471698,0.0,1.0
2024-10-30,Greed,25,1,11830.85,9.150023,473.23400000000004,0.0,1.0
2024-10-31,Greed,48,3,896173.36,1214.043811,18670.278333333332,0.22916666666666666,0.7708333333333334
